Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
984336,87096,- None -,Project Bravo at Montefiore Medical Ctr,3058 Bainbridge Avenue,Bronx,NY,10467,30,1636,1636,3/30/2026,,87, ,830,1230,M,-73.879802,40.87336,Dry,Yes,3/30/2026,Yes,3,Bronx,5,0.74,0,0,PLEASE RING THE FRONT DOOR,47.6,Yes
984337,85483,SR-BULK,Evangel Food Pantry,39-21 Cresent St.,Long Island City,NY,11101,30,7000,7000,3/18/2026,,682, ,830,1230,R,-73.93711,40.754378,Cold,No,3/19/2026,No,1,Queens,33,3.98,0,0,Crescent Street Parking Lot - between 39th and 40th avenues,255.18,No
984338,87096,- None -,Project Bravo at Montefiore Medical Ctr,3058 Bainbridge Avenue,Bronx,NY,10467,30,1021,1021,3/30/2026,,52, ,830,1230,M,-73.879802,40.87336,Cold,Yes,3/30/2026,Yes,3,Bronx,5,0.71,0,0,PLEASE RING THE FRONT DOOR,45.16,Yes
984339,85483,SR-BULK,Evangel Food Pantry,39-21 Cresent St.,Long Island City,NY,11101,30,4320,4320,3/18/2026,,144, ,830,1230,R,-73.93711,40.754378,Dry,No,3/19/2026,No,1,Queens,33,1.32,0,0,Crescent Street Parking Lot - between 39th and 40th avenues,84.96,No
984340,85027,SR-BULK,Word of Life Christian Fellowship International FP,830 Union Ave,Bronx,NY,10455,30,12275,12275,3/18/2026,,608, ,830,1230,R,-73.903144,40.819638,Cold,No,3/19/2026,No,1,Bronx,34,6.43,0,0,- None -,411.52,No
984341,85027,SR-BULK,Word of Life Christian Fellowship International FP,830 Union Ave,Bronx,NY,10455,30,2556,2556,3/18/2026,,468, ,830,1230,R,-73.903144,40.819638,Dry,No,3/19/2026,No,1,Bronx,34,5.3,0,0,- None -,339.48,No
984342,82096,- None -,Give Them To Eat,800 East 156th Street,Bronx,NY,10455,30,2084,2084,3/26/2026,,98, ,830,1230,R,-73.904332,40.817723,Dry,Yes,3/26/2026,Yes,6,Bronx,3,0.84,0,0,"Delivery Only Thursday, Please Juan Rodriguez for all delivery concerns 917-659-1523",52.84,Yes
984343,81246,SR-BULK,New York City Love Kitchen Inc.,20 Cumming St,New York,NY,10034,30,2160,2160,3/18/2026,,54, ,830,1230,R,-73.926461,40.866644,Cold,No,3/19/2026,No,2,Manhattan,33,1,0,0,"Monday- Friday, 9am-2pm, entrance on corner of 204th Street and 9th avenue",64.26,No
984344,82096,- None -,Give Them To Eat,800 East 156th Street,Bronx,NY,10455,30,975,975,3/26/2026,,45, ,830,1230,R,-73.904332,40.817723,Cold,Yes,3/26/2026,Yes,6,Bronx,3,0.71,0,0,"Delivery Only Thursday, Please Juan Rodriguez for all delivery concerns 917-659-1523",45.75,Yes
984345,85494,SR-BULK,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,5260,5260,3/18/2026,,1048, ,830,1230,R,-73.846291,40.842975,Cold,No,3/19/2026,No,1,Bronx,35,3.77,0,0,"Please, 8:30-3:00PM",241.32,No
984346,85494,SR-BULK,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,2390,2390,3/18/2026,,302, ,830,1230,R,-73.846291,40.842975,Dry,No,3/19/2026,No,1,Bronx,35,3.36,0,0,"Please, 8:30-3:00PM",214.98,No
984347,85494,- None -,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,3312,3312,3/26/2026,,136, ,830,1230,R,-73.846291,40.842975,Dry,Yes,3/26/2026,Yes,2,Bronx,16,1.26,0,0,"Please, 8:30-3:00PM",79.4,Yes
984348,85264,SR-BULK,Jamaica Queens Wesleyan Church,134-49 228th Street,Laurelton,NY,11413,30,12990,12990,3/18/2026,,823, ,830,1230,R,-73.742885,40.675533,Cold,No,3/19/2026,No,1,Queens,36,6.86,0,0,"Pantry entrance is on 135th Avenue, at side of church",438.97,No
984349,85601,SR-BULK,The Ozone Park Pantry,83-10 Rockaway Blvd,Ozone Park,NY,11416,30,2160,2160,3/18/2026,,72, ,830,1230,R,-73.85688,40.683768,Dry,No,3/19/2026,No,1,Queens,37,0.66,0,0,Fridays 12pm-4pm. Please call when you arrive.,42.48,No
984350,85601,SR-BULK,The Ozone Park Pantry,83-10 Rockaway Blvd,Ozone Park,NY,11416,30,5826,5826,3/18/2026,,1668, ,830,1230,R,-73.85688,40.683768,Cold,No,3/19/2026,No,1,Queens,37,4.84,0,0,Fridays 12pm-4pm. Please call when you arrive.,309.78,No
984351,85552,- None -,Olivet Gospel Church Community Food Distribution Program,3900 Dyre Ave,Bronx,NY,10466,30,2096,2096,3/25/2026,,82, ,830,1230,W,-73.831265,40.889389,Cold,No,3/25/2026,No,1,Bronx,5,1.49,0,0,Wednesday morning window.  Agency also receives approx. 3-9 pallets of Produce in the morning..,95.7,No
984352,85494,- None -,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,352,352,3/26/2026,,32, ,830,1230,R,-73.846291,40.842975,Cold,Yes,3/26/2026,Yes,2,Bronx,16,0.22,0,0,"Please, 8:30-3:00PM",14.08,Yes
984353,80712,- None -,The Riverside Church FP,91 Claremont Avenue,New York,NY,10027,30,7787,7787,3/23/2026,,367, ,830,1230,M,-73.962701,40.811452,Dry,No,3/23/2026,No,4,Manhattan,1,3.22,0,0,Monday deliveries accepted all day.  Tues-Fri deliveries accepted only between 1pm and 5pm,205.39,No
984354,85300,- None -,Power Praise and Deliverance Inc.,120 East 184th Street,Bronx,NY,10468,30,8027,8027,3/27/2026,,492, ,830,1230,F,-73.900161,40.859752,Dry,Yes,3/27/2026,Yes,2,Bronx,4,2.96,0,0.23,9/1/23 - Please only Stop #1 or #2 - located in school. We are on the street level loading deck. Please unload on the corner of 184th St & Morris Ave,203.45,Yes
984355,85552,- None -,Olivet Gospel Church Community Food Distribution Program,3900 Dyre Ave,Bronx,NY,10466,30,4118,4118,3/25/2026,,203, ,830,1230,W,-73.831265,40.889389,Dry,No,3/25/2026,No,1,Bronx,5,1.98,0,0,Wednesday morning window.  Agency also receives approx. 3-9 pallets of Produce in the morning..,126.65,No
984356,85300,- None -,Power Praise and Deliverance Inc.,120 East 184th Street,Bronx,NY,10468,30,2132,2132,3/27/2026,,151, ,830,1230,F,-73.900161,40.859752,Cold,Yes,3/27/2026,Yes,2,Bronx,4,2.51,0,0,9/1/23 - Please only Stop #1 or #2 - located in school. We are on the street level loading deck. Please unload on the corner of 184th St & Morris Ave,160.91,Yes
984357,82034,- None -,Full Gospel Tabernacle Food Pantry,361 Beach 42nd Street,Far Rockaway,NY,11691,30,1351,1351,3/26/2026,,70, ,1230,1630,R,-73.773869,40.595557,Dry,Yes,3/26/2026,Yes,2,Queens,1,0.77,0,0,"Per Ms. Tina after 9am, before 4pm.  Use church side door",49.77,Yes
984358,82034,- None -,Full Gospel Tabernacle Food Pantry,361 Beach 42nd Street,Far Rockaway,NY,11691,30,210,210,3/26/2026,,7, ,1230,1630,R,-73.773869,40.595557,Cold,Yes,3/26/2026,Yes,2,Queens,1,0.13,0,0,"Per Ms. Tina after 9am, before 4pm.  Use church side door",8.19,Yes
984359,80137,- None -,The Salvation Army Bronx Citadel,425 East 159th Street,Bronx,NY,10451,30,239,239,3/26/2026,,15, ,830,1230,R,-73.913614,40.822679,Dry,No,3/26/2026,No,5,Bronx,3,0.15,0,0,Delivery Mon and Thurs betweem 10am-2pm only. Delivery should go to the rear of the main entrance at 424 160th Street. There is a driveway and a sign for the Salvation Army,9.33,No
984360,85304,- None -,LaGuardia Community College,"29-10 Thomson Avenue Long Island City, NY 11101 Loading Dock C (Corner of 47th Avenue & 29th Street)",Long Island City,NY,11101,30,1064,1064,3/25/2026,,79, ,830,1230,W,-73.937602,40.745216,Dry,No,3/25/2026,No,1,Queens,2,0.96,0,0,- None -,60.89,No
984361,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,352,352,3/24/2026,,32, ,830,1630,T,-73.937662,40.619733,Cold,Yes,3/24/2026,Yes,4,Brooklyn,18,0.22,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",14.08,Yes
984362,85383,- None -,South Asian Council for Social Services,143-06 45TH AVENUE,Queens,NY,11355,30,14700,14700,3/23/2026,,645, ,1230,1630,M,-73.818268,40.753911,Dry,No,3/23/2026,No,1,Queens,16,6.6,0,0,9:30am-3:30pm,422.55,No
984363,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,4784,4784,3/24/2026,,200, ,830,1630,T,-73.937662,40.619733,Dry,Yes,3/24/2026,Yes,4,Brooklyn,18,1.9,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",120.96,Yes
984364,87340,- None -,Garden of Prayer,1874 Washington Avenue,Bronx,NY,10457,30,3061,3061,3/26/2026,,133, ,830,1230,R,-73.898403,40.846386,Dry,Yes,3/26/2026,Yes,3,Bronx,18,1.25,0,0,8:30am - 1:30pm - Call before delivery.,80.11,Yes
984365,87340,- None -,Garden of Prayer,1874 Washington Avenue,Bronx,NY,10457,30,1060,1060,3/26/2026,,47, ,830,1230,R,-73.898403,40.846386,Cold,Yes,3/26/2026,Yes,3,Bronx,18,0.66,0,0,8:30am - 1:30pm - Call before delivery.,43.07,Yes
984366,85561,- None -,THE TEMPLE OF RESTORATION FOOD PANTRY,18 Herkimer Place,Brooklyn,NY,11216,30,5918,5918,3/25/2026,,262, ,830,1230,W,-73.951343,40.679036,Dry,No,3/25/2026,No,3,Brooklyn,9,2.55,0,0,Enter parking lot on 74 3rd ave. Brooklyn,161.84,No
984367,85283,- None -,Union Grove Missionary Baptist Church,1488 Hoe Avenue,Bronx,NY,10460,30,2403,2403,3/24/2026,,119, ,830,1230,T,-73.889299,40.832891,Dry,Yes,3/24/2026,Yes,1,Bronx,19,1.37,0,0,- None -,87.86,Yes
984368,85283,- None -,Union Grove Missionary Baptist Church,1488 Hoe Avenue,Bronx,NY,10460,30,1610,1610,3/24/2026,,54, ,830,1230,T,-73.889299,40.832891,Cold,Yes,3/24/2026,Yes,1,Bronx,19,1.03,0,0,- None -,65.24,Yes
984369,83274,- None -,Brooklyn Faith SDA Church,5518 Church Avenue,Brooklyn,NY,11203,30,999,999,3/26/2026,,54, ,830,1230,R,-73.925014,40.652471,Dry,Yes,3/26/2026,Yes,2,Brooklyn,7,0.51,0,0,Ring doorbell on the side door.,32.58,Yes
984370,87115,- None -,Brooklyn Faith SDA Church,5518 Church Avenue,Brooklyn,NY,11203,30,911,911,3/26/2026,,53, ,830,1230,R,-73.925014,40.652471,Cold,Yes,3/26/2026,Yes,2,Brooklyn,7,0.56,0,0,Ring doorbell on the side door,35.58,Yes
984371,83274,- None -,Brooklyn Faith SDA Church,5518 Church Avenue,Brooklyn,NY,11203,30,1351,1351,3/26/2026,,68, ,830,1230,R,-73.925014,40.652471,Cold,Yes,3/26/2026,Yes,2,Brooklyn,7,0.85,0,0,Ring doorbell on the side door.,54.76,Yes
984372,87115,- None -,Brooklyn Faith SDA Church,5518 Church Avenue,Brooklyn,NY,11203,30,576,576,3/26/2026,,24, ,830,1230,R,-73.925014,40.652471,Dry,Yes,3/26/2026,Yes,2,Brooklyn,7,0.24,0,0,Ring doorbell on the side door,15.2,Yes
984373,83522,- None -,First United Christian Church,109 Victory Blvd,Staten Island,NY,10301,30,1190,1190,3/24/2026,,66, ,830,1230,T,-74.079776,40.637775,Cold,Yes,3/24/2026,Yes,4,StatenIsland,8,0.78,0,0,- None -,50.09,Yes
984374,83522,- None -,First United Christian Church,109 Victory Blvd,Staten Island,NY,10301,30,6022,6022,3/24/2026,,272, ,830,1230,T,-74.079776,40.637775,Dry,Yes,3/24/2026,Yes,4,StatenIsland,8,2.68,0,0,- None -,171.14,Yes
984375,81348,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,1235,1235,3/24/2026,,57, ,830,1230,T,-73.89912,40.861963,Cold,Yes,3/24/2026,Yes,1,Bronx,1,0.75,0,0,PALLET BREAK DOWN Mon-Fri 8:30am-1230pm,48.44,Yes
984376,85334,- None -,Community Kitchen and Food Pantry of West Harlem,252 West 116th Street,New York,NY,10026,30,550,550,3/23/2026,,28, ,830,1230,M,-73.954813,40.804178,Cold,No,3/23/2026,No,2,Manhattan,1,0.41,0,0,8:30am - 12:30pm,26.24,No
984377,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,4349,4349,3/24/2026,,181, ,830,1230,T,-73.849997,40.871261,Dry,No,3/24/2026,No,1,Bronx,10,1.68,0,0.02,During the cold seasons- knock on the door in the parking lot,109.21,No
984378,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,1016,1016,3/24/2026,,55, ,830,1230,T,-73.849997,40.871261,Cold,No,3/24/2026,No,1,Bronx,10,0.68,0,0,During the cold seasons- knock on the door in the parking lot,44.22,No
984379,81348,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,7322,7322,3/24/2026,,352, ,830,1230,T,-73.89912,40.861963,Dry,Yes,3/24/2026,Yes,1,Bronx,1,3.28,0,0.19,PALLET BREAK DOWN Mon-Fri 8:30am-1230pm,220.94,Yes
984380,85286,- None -,SAGE (Services and Advocacy for LGBT Elders),305 7th Avenue,New York,NY,10001,30,364,364,3/24/2026,,25, ,830,1230,T,-73.993655,40.746817,Cold,Yes,3/24/2026,Yes,1,Manhattan,15,0.33,0,0,"Freight entrance is on 161 West 27th St.  Our main entrance is 305 Seventh Ave, but they cannot use those elevators are not intended to be used for deliveries.  8:30am - 11:30am, or 1pm - 5pm.  The freight elevator is closed/unavailable between 12 – 1pm.",21.14,Yes
984381,81347,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,832,832,3/24/2026,,32, ,830,1230,T,-73.89912,40.861963,Cold,Yes,3/24/2026,Yes,1,Bronx,1,0.49,0,0,PALLET BREAK DOWN! 8:30am - 12:30pm,31.4,Yes
984382,81347,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,2002,2002,3/24/2026,,112, ,830,1230,T,-73.89912,40.861963,Dry,Yes,3/24/2026,Yes,1,Bronx,1,0.99,0,0,PALLET BREAK DOWN! 8:30am - 12:30pm,61.58,Yes
984383,84802,- None -,Staten Island Liberian Community,180 Park Hill Avenue,Staten Island,NY,10304,30,5121,5121,3/24/2026,,217, ,1230,1630,T,-74.082129,40.614572,Dry,Yes,3/24/2026,Yes,3,StatenIsland,6,2,0,0,Please call this number upon arrival 347-755-4521,128.31,Yes
984384,84802,- None -,Staten Island Liberian Community,180 Park Hill Avenue,Staten Island,NY,10304,30,1106,1106,3/24/2026,,62, ,1230,1630,T,-74.082129,40.614572,Cold,Yes,3/24/2026,Yes,3,StatenIsland,6,0.77,0,0,Please call this number upon arrival 347-755-4521,50.06,Yes
984385,84451,FARMERS MARKET DELIVERY TO KITCHEN,Community Kitchen and Food Pantry (Pantry),252 West 116th Street,New York,NY,10026,30,50,50,3/18/2026,,50, ,830,1230,R,-73.954813,40.804178,Dry,No,3/19/2026,No,1,Manhattan,49,0.59,0,0,8:30am - 12:30pm,37.5,No
984386,84451,FARMERS MARKET DELIVERY TO KITCHEN,Community Kitchen and Food Pantry (Pantry),252 West 116th Street,New York,NY,10026,30,1161,1161,3/18/2026,,1161, ,830,1230,R,-73.954813,40.804178,Cold,No,3/19/2026,No,1,Manhattan,49,19.77,0,0,8:30am - 12:30pm,1265.49,No
984387,81308,- None -,Agape Social Services Beulah Church,956 Marcy Avenue,Brooklyn,NY,11216,30,3781,3781,3/24/2026,,165, ,830,1230,T,-73.946297,40.680642,Dry,No,3/24/2026,No,1,Brooklyn,18,1.75,0,0,Please ONLY Tuesday - Thursday 830 -1230PM,111.29,No
984388,81308,- None -,Agape Social Services Beulah Church,956 Marcy Avenue,Brooklyn,NY,11216,30,704,704,3/24/2026,,36, ,830,1230,T,-73.946297,40.680642,Cold,No,3/24/2026,No,1,Brooklyn,18,0.47,0,0,Please ONLY Tuesday - Thursday 830 -1230PM,30.26,No
984389,80861,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,2338,2338,3/24/2026,,109, ,830,1230,T,-73.949119,40.795967,Dry,Yes,3/24/2026,Yes,4,Manhattan,15,1.06,0,0.01,Early Drop off if possible between 8am-12pm,68.43,Yes
984390,80861,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,128,128,3/24/2026,,16, ,830,1230,T,-73.949119,40.795967,Cold,Yes,3/24/2026,Yes,4,Manhattan,15,0.08,0,0,Early Drop off if possible between 8am-12pm,5.12,Yes
984391,80862,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,984,984,3/24/2026,,48, ,830,1230,T,-73.949119,40.795967,Dry,Yes,3/24/2026,Yes,4,Manhattan,15,0.45,0,0,Early Drop off if possible between 8am-12pm,28.56,Yes
984392,80862,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,128,128,3/24/2026,,16, ,830,1230,T,-73.949119,40.795967,Cold,Yes,3/24/2026,Yes,4,Manhattan,15,0.08,0,0,Early Drop off if possible between 8am-12pm,5.12,Yes
984393,85163,- None -,Zion Tabernacle FBH Church,105-01 107th Avenue,Ozone Park,NY,11417,30,1022,1022,3/24/2026,,51, ,830,1230,T,-73.835301,40.68097,Dry,Yes,3/24/2026,Yes,3,Queens,7,0.65,0,0,PLEASE COME TO GATE ON CORNER OF 105 STREET,40.92,Yes
984394,85442,- None -,KINGSLAWN UNITED PRESBYTERIAN CHURCH,2368 RALPH AVENUE,Brooklyn,NY,11238,30,322,322,3/27/2026,,21, ,830,1230,F,-73.917349,40.620253,Cold,No,3/27/2026,No,3,Brooklyn,1,0.2,0,0,- None -,12.87,No
984395,85163,- None -,Zion Tabernacle FBH Church,105-01 107th Avenue,Ozone Park,NY,11417,30,64,64,3/24/2026,,8, ,830,1230,T,-73.835301,40.68097,Cold,Yes,3/24/2026,Yes,3,Queens,7,0.04,0,0,PLEASE COME TO GATE ON CORNER OF 105 STREET,2.56,Yes
984396,85538,- None -,Moriah City Community Food Pantry,206-14 Linden Blvd,Cambria Heights,NY,11411,30,3898,3898,3/25/2026,,155, ,830,1230,W,-73.745904,40.696186,Cold,No,3/25/2026,No,2,Queens,15,2.47,0,0,- None -,157.06,No
984397,85538,- None -,Moriah City Community Food Pantry,206-14 Linden Blvd,Cambria Heights,NY,11411,30,9425,9425,3/25/2026,,430, ,830,1230,W,-73.745904,40.696186,Dry,No,3/25/2026,No,2,Queens,15,4.17,0,0,- None -,264.57,No
984398,80972,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,2145,2145,3/26/2026,,88, ,830,1230,R,-73.799256,40.705201,Dry,No,3/26/2026,No,4,Queens,23,0.82,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,52.1,No
984399,80972,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,128,128,3/26/2026,,16, ,830,1230,R,-73.799256,40.705201,Cold,No,3/26/2026,No,4,Queens,23,0.08,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,5.12,No
984400,80683,- None -,Our Lady of Sorrows,101 Pitt Street,New York,NY,10002,30,128,128,3/26/2026,,16, ,830,1230,R,-73.982147,40.719019,Cold,Yes,3/26/2026,Yes,1,Manhattan,22,0.08,0,0,Deliveries only Thursday bet 8am-12pm prefers 1st stop,5.12,Yes
984401,80973,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,1715,1715,3/26/2026,,70, ,830,1230,R,-73.799256,40.705201,Dry,No,3/26/2026,No,4,Queens,23,0.65,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,41.44,No
984402,80683,- None -,Our Lady of Sorrows,101 Pitt Street,New York,NY,10002,30,863,863,3/26/2026,,45, ,830,1230,R,-73.982147,40.719019,Dry,Yes,3/26/2026,Yes,1,Manhattan,22,0.5,0,0.12,Deliveries only Thursday bet 8am-12pm prefers 1st stop,39.09,Yes
984403,81582,- None -,Way Out Church Ministries Inc.,518 East 148th Street,Bronx,NY,10455,30,4656,4656,3/24/2026,,207, ,830,1230,T,-73.914717,40.814056,Dry,Yes,3/24/2026,Yes,3,Bronx,17,2.33,0,0,knock on the door. No deliveries after 3:00 pm because volunteers leave at 2:00 pm,148.57,Yes
984404,81582,- None -,Way Out Church Ministries Inc.,518 East 148th Street,Bronx,NY,10455,30,352,352,3/24/2026,,32, ,830,1230,T,-73.914717,40.814056,Cold,Yes,3/24/2026,Yes,3,Bronx,17,0.22,0,0,knock on the door. No deliveries after 3:00 pm because volunteers leave at 2:00 pm,14.08,Yes
984405,85580,- None -,PAYO Food Pantry,1045 CONEY ISLAND AVENUE,Brooklyn,NY,11230,30,3534,3534,3/26/2026,,146, ,830,1230,R,-73.966721,40.632155,Dry,No,3/26/2026,No,4,Brooklyn,14,1.52,0,0,8:30-2:30 pm,96.94,No
984406,85580,- None -,PAYO Food Pantry,1045 CONEY ISLAND AVENUE,Brooklyn,NY,11230,30,352,352,3/26/2026,,32, ,830,1230,R,-73.966721,40.632155,Cold,No,3/26/2026,No,4,Brooklyn,14,0.22,0,0,8:30-2:30 pm,14.08,No
984407,83296,- None -,Jamaica SDA Church,88-28 163rd Street,Jamaica,NY,11432,30,1920,1920,3/26/2026,,84, ,830,1230,R,-73.798948,40.708105,Dry,Yes,3/26/2026,Yes,3,Queens,23,0.79,0,0,Delivery only from M and Thursday 8AM-12PM,49.92,Yes
984408,83485,- None -,Caribbean American Steelpan Education Center,4301 Avenue D,Brooklyn,NY,11203,30,150,150,3/24/2026,,15, ,830,1230,T,-73.962305,40.649989,Cold,No,3/24/2026,No,4,Brooklyn,5,0.09,0,0,Delivery Mon & Thurs first stop.,6,No
984409,83485,- None -,Caribbean American Steelpan Education Center,4301 Avenue D,Brooklyn,NY,11203,30,1237,1237,3/24/2026,,58, ,830,1230,T,-73.962305,40.649989,Dry,No,3/24/2026,No,4,Brooklyn,5,0.45,0,0,Delivery Mon & Thurs first stop.,29.43,No
984410,81324,- None -,St. Stephen Outreach Inc.,874 Myrtle Avenue,Brooklyn,NY,11206,30,3500,3500,3/25/2026,,144, ,830,1230,W,-73.947375,40.695579,Dry,Yes,3/25/2026,Yes,1,Brooklyn,19,1.32,0,0,8:30am - 12:30pm - Requests Stop #1 or #2,84,Yes
984411,81324,- None -,St. Stephen Outreach Inc.,874 Myrtle Avenue,Brooklyn,NY,11206,30,128,128,3/25/2026,,16, ,830,1230,W,-73.947375,40.695579,Cold,Yes,3/25/2026,Yes,1,Brooklyn,19,0.08,0,0,8:30am - 12:30pm - Requests Stop #1 or #2,5.12,Yes
984412,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,2712,2712,3/25/2026,,112, ,830,1230,W,-73.947375,40.695579,Dry,Yes,3/25/2026,Yes,1,Brooklyn,19,1.03,0,0,8:30 am - 12:30 pm- Requests Stop #1 or #2,65.24,Yes
984413,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,128,128,3/25/2026,,16, ,830,1230,W,-73.947375,40.695579,Cold,Yes,3/25/2026,Yes,1,Brooklyn,19,0.08,0,0,8:30 am - 12:30 pm- Requests Stop #1 or #2,5.12,Yes
984414,85437,- None -,Project Hospitality Inc.,205 Canal St,Staten Island,NY,10304,30,120,120,3/24/2026,,15, ,830,1230,T,-74.079365,40.625166,Cold,Yes,3/24/2026,Yes,1,StatenIsland,22,0.08,0,0,Deliver to corner of Bay St/Sands St. Curb cut on Sands St.,4.8,Yes
984415,81034,- None -,Project Hospitality Inc.,205 Canal St,Staten Island,NY,10304,30,120,120,3/24/2026,,15, ,830,1230,T,-74.079365,40.625166,Cold,Yes,3/24/2026,Yes,1,StatenIsland,22,0.08,0,0,Tuesday's and Thursday's;Deliver to corner of Bay St/Sands St. Curb cut on Sands St.,4.8,Yes
984416,83916,- None -,Project Hospitality Inc.,1544 Castleton Avenue,Staten Island,NY,10302,30,1152,1152,3/26/2026,,72, ,830,1230,R,-74.132531,40.635135,Cold,Yes,3/26/2026,Yes,2,StatenIsland,14,0.74,0,0,Please deliver on Heberton / Casteton Cross Street,47.48,Yes
984417,82278,- None -,New Haven SDA Church,634 Prospect Place,Brooklyn,NY,11216,30,1728,1728,3/25/2026,,72, ,830,1230,W,-73.955524,40.674865,Dry,Yes,3/25/2026,Yes,3,Brooklyn,17,0.67,0,0,Deliver ONLY Wednesday 9:00am-12:00pm Please call  to confirm 347-421-8664 or 718-282-5610,42.64,Yes
984418,82278,- None -,New Haven SDA Church,634 Prospect Place,Brooklyn,NY,11216,30,288,288,3/25/2026,,24, ,830,1230,W,-73.955524,40.674865,Cold,Yes,3/25/2026,Yes,3,Brooklyn,17,0.18,0,0,Deliver ONLY Wednesday 9:00am-12:00pm Please call  to confirm 347-421-8664 or 718-282-5610,11.52,Yes
984419,84148,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,2748,2748,3/24/2026,,144, ,830,1230,T,-73.895275,40.659035,Cold,No,3/24/2026,No,1,Brooklyn,9,1.96,0,0,- None -,125.96,No
984420,83895,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,3412,3412,3/24/2026,,203, ,830,1230,T,-73.895275,40.659035,Cold,No,3/24/2026,No,1,Brooklyn,9,2.38,0,0,"Monday or Fridays anytime between 8AM-12PM, FROZEN Tuesdays only",152.9,No
984421,80891,- None -,Corpus Christi Food Pantry,31-31 60th Street,Woodside,NY,11377,30,274,274,3/24/2026,,20, ,830,1230,T,-73.902673,40.756909,Dry,No,3/24/2026,No,4,Queens,4,0.14,0,0,if no answer call main office 718-278-8114,8.8,No
984422,84960,- None -,Hour Children Community Outreach,36-49 11th Street,Long Island City,NY,11106,30,5114,5114,3/30/2026,,263, ,830,1230,M,-73.940382,40.760437,Dry,No,3/30/2026,No,3,Queens,6,2.44,0,0,- None -,155.28,No
984423,85561,- None -,THE TEMPLE OF RESTORATION FOOD PANTRY,18 Herkimer Place,Brooklyn,NY,11216,30,1764,1764,3/25/2026,,88, ,830,1230,W,-73.951343,40.679036,Cold,No,3/25/2026,No,3,Brooklyn,9,1.15,0,0,Enter parking lot on 74 3rd ave. Brooklyn,73.68,No
984424,85157,- None -,Wosem Charities Inc.,108-02 Sutphin Blvd,Jamaica,NY,11435,30,2934,2934,3/24/2026,,140, ,830,1230,T,-73.79938,40.692985,Dry,No,3/24/2026,No,3,Queens,23,1.45,0,0,- None -,92.79,No
984425,85294,- None -,Redeemed Christian Church of God,1001 Morris Avenue,Bronx,NY,10456,30,9060,9060,3/31/2026,,406, ,830,1230,T,-73.916616,40.828939,Dry,Yes,3/31/2026,Yes,3,Bronx,14,4.38,0,0,"Please: 8:00 am - 2:30 pm.  Also, Mary Uma is no longer with the organization.",279.94,Yes
